Type,Name,Ident,Latitude,Longitude,Elevation,Magnetic Declination,Tags,Description
Building,Miramare Castle,,45.70123,13.72056,,4.06558,,World Update 9 Italy and Malta
Building,Castle of Roccascalegna,,42.06263,14.30492,,3.99887,,World Update 9 Italy and Malta
Building,Verres Castle,,45.66982,7.69592,,2.76087,,World Update 9 Italy and Malta
Building,Este Castle,,44.83776,11.61957,,3.60708,,World Update 9 Italy and Malta
Building,Monforte Castle,,41.56329,14.65563,,3.93730,,World Update 9 Italy and Malta
Building,Sforzesco Castle,,45.47048,9.17933,,3.19570,,World Update 9 Italy and Malta
Building,Castelsardo,,40.91369,8.70859,,2.86145,,World Update 9 Italy and Malta
Building,Ducal Castle of Corigliano Calabro,,39.59660,16.51719,,4.09271,,World Update 9 Italy and Malta
Building,Castle of Serravalle,,40.29770,8.50478,,2.80244,,World Update 9 Italy and Malta
Building,Cathedral of Santa Maria del Fiore,,43.77314,11.25596,,3.50915,,World Update 9 Italy and Malta
Building,Church of Saint Mary 'della Pieta',,42.32984,13.68762,,3.80754,,World Update 9 Italy and Malta
Building,CityLife,,45.47576,9.15298,,3.19527,,World Update 9 Italy and Malta
Building,Civita di Bagnoregio,,42.62757,12.11304,,3.63789,,World Update 9 Italy and Malta
Building,Duomo di Milano,,45.46410,9.19193,,3.19626,,World Update 9 Italy and Malta
Building,Duomo di Modena,,44.64631,10.92552,,3.40153,,World Update 9 Italy and Malta
Building,Duomo di Orvieto,,42.71708,12.11331,,3.63077,,World Update 9 Italy and Malta
Building,Cattedrale di Parma,,44.80326,10.33117,,3.35962,,World Update 9 Italy and Malta
Building,Duomo di Siena,,43.31770,11.32891,,3.52216,,World Update 9 Italy and Malta
Landform,Faro di Capo Caccia,,40.56068,8.16301,,2.80495,,World Update 9 Italy and Malta
Building,Bisantis bridge,,38.90658,16.58429,,4.04506,,World Update 9 Italy and Malta
Building,Fenis Castle,,45.73693,7.48888,,2.74446,,World Update 9 Italy and Malta
Building,Fort Manoel,,35.90303,14.50545,,3.51429,,World Update 9 Italy and Malta
Building,Fort St. Angelo,,35.89247,14.51784,,3.51485,,World Update 9 Italy and Malta
Building,Fort of Bard,,45.60836,7.74477,,2.75701,,World Update 9 Italy and Malta
Building,Gorizia Castle,,45.94444,13.62778,,4.08700,,World Update 9 Italy and Malta
Landform,Neptune's Grotto,,40.56503,8.16045,,2.80450,,World Update 9 Italy and Malta
Building,Fort Tigne,,35.90648,14.51320,,3.51546,,World Update 9 Italy and Malta
Landform,Isola Bella,,45.89535,8.52704,,2.98545,,World Update 9 Italy and Malta
Building,Kirchturm Von Altgraun,,46.81071,10.53658,,3.46972,,World Update 9 Italy and Malta
Landform,Le Morge,,42.20485,14.60223,,3.97210,,World Update 9 Italy and Malta
Lighthouse,Lighthouse of Genoa,,44.40453,8.90464,,2.93013,,World Update 9 Italy and Malta
Building,Stadio San Paolo,,40.82794,14.19306,,3.84679,,World Update 9 Italy and Malta
Building,Castel Nuovo,,40.83849,14.25272,,3.85304,,World Update 9 Italy and Malta
Building,MAXXI - National Museum of 21st Century Art,,41.92825,12.46686,,3.61046,,World Update 9 Italy and Malta
Building,Mdina Old City Fortess,,35.88493,14.40283,,3.50158,,World Update 9 Italy and Malta
Building,MiCo - Milano Convention Centre,,45.48143,9.15354,,3.19459,,World Update 9 Italy and Malta
Building,Messner Mountain Museum Corones,,46.73742,11.95467,,3.73273,,World Update 9 Italy and Malta
Building,Modigliani Forum,,43.55521,10.34274,,3.32340,,World Update 9 Italy and Malta
Building,Mole Antonelliana,,45.06901,7.69322,,2.69819,,World Update 9 Italy and Malta
Building,Monte Santo di Lussari,,46.47980,13.52366,,4.09925,,World Update 9 Italy and Malta
Building,Monumento a Vittorio Emanuele II,,45.06566,7.67092,,2.70230,,World Update 9 Italy and Malta
Building,Mosta Rotunda,,35.90977,14.42594,,3.50551,,World Update 9 Italy and Malta
Building,Museo Archeologico Di Napoli - Sezione Egizia,,40.85347,14.25127,,3.85283,,World Update 9 Italy and Malta
Building,Napoli Afragola Railway Station,,40.93176,14.33136,,3.86359,,World Update 9 Italy and Malta
Building,National Stadium Ta'Qali,,35.89484,14.41540,,3.50349,,World Update 9 Italy and Malta
Building,Su Nuraxi di Barumini,,39.70611,8.99114,,2.81541,,World Update 9 Italy and Malta
Building,Pitti Palace,,43.76515,11.25001,,3.50882,,World Update 9 Italy and Malta
Building,Pantheon,,41.89861,12.47687,,3.61034,,World Update 9 Italy and Malta
Building,Parish Church of Mellieha,,35.96059,14.36083,,3.49978,,World Update 9 Italy and Malta
Landform,Passo Dello Stelvio,,46.52936,10.45321,,3.45271,,World Update 9 Italy and Malta
Building,Piazza Dei Miracoli (Torre Di Pisa),,43.72295,10.39660,,3.32562,,World Update 9 Italy and Malta
Building,Place Moulin Dam,,45.89772,7.49354,,2.74671,,World Update 9 Italy and Malta
Building,Portomaso Business Tower,,35.92197,14.49246,,3.51421,,World Update 9 Italy and Malta
Building,RAS Sendemast,,46.74004,11.95982,,3.73392,,World Update 9 Italy and Malta
Building,La Venaria Reale,,45.13681,7.61992,,2.71747,,World Update 9 Italy and Malta
Building,Rocca Calascio,,42.32887,13.68886,,3.80734,,World Update 9 Italy and Malta
Building,Saint Mark's Basilica,,45.43456,12.33971,,3.83091,,World Update 9 Italy and Malta
Building,San Siro Stadium,,45.47812,9.12396,,3.19510,,World Update 9 Italy and Malta
Building,Santissima Trinita Di Saccargia,,40.67149,8.68968,,2.83104,,World Update 9 Italy and Malta
Building,Santuario Di Loreto,,43.44105,13.61032,,3.89169,,World Update 9 Italy and Malta
Landform,Scala Dei Turchi,,37.28997,13.47276,,3.46936,,World Update 9 Italy and Malta
Building,St Agatha's Tower (Red Tower),,35.97466,14.34293,,3.49787,,World Update 9 Italy and Malta
Building,St. Valentin Church,,46.54975,11.56297,,3.67741,,World Update 9 Italy and Malta
Building,Cathedral St. Pawl,,35.88638,14.40391,,3.50177,,World Update 9 Italy and Malta
Building,Stadio Friuli,,46.08149,13.19979,,4.12386,,World Update 9 Italy and Malta
Building,Marcantonio Bentegodi Stadium,,45.43532,10.96860,,3.39800,,World Update 9 Italy and Malta
Building,Stadio Olimpico,,41.93408,12.45473,,3.60891,,World Update 9 Italy and Malta
Building,Renato Dall'Ara Stadium,,44.49216,11.30995,,3.57248,,World Update 9 Italy and Malta
Building,Statua Del Redentore (Maratea),,39.98772,15.72094,,4.00376,,World Update 9 Italy and Malta
Building,Stele della Madonna della Lettera,,38.19651,15.56285,,3.82755,,World Update 9 Italy and Malta
Building,Tempio Voltiano,,45.81484,9.07527,,3.14355,,World Update 9 Italy and Malta
Building,Temple of Concordia Agrigento,,37.28966,13.59208,,3.46190,,World Update 9 Italy and Malta
Landform,Dingli Cliffs,,35.85214,14.38537,,3.49822,,World Update 9 Italy and Malta
Building,Timmelsjoch - Telescope Landform,,46.89292,11.12066,,3.62618,,World Update 9 Italy and Malta
Building,Torre Astura,,41.42367,12.78320,,3.57688,,World Update 9 Italy and Malta
Building,Torre Degli Asinelli E Garisenda,,44.49421,11.34673,,3.57254,,World Update 9 Italy and Malta
Building,Torre della Pelosa,,40.97092,8.20697,,2.77742,,World Update 9 Italy and Malta
Building,Three Towers of San Marino,,43.93500,12.45000,,3.72879,,World Update 9 Italy and Malta
Building,Dreizinnenhutte - Rifugio A.Locatelli/S.Innerkofler,,46.63688,12.31052,,3.88453,,World Update 9 Italy and Malta
Landform,Grotta del Palombaro,,38.68055,15.89593,,3.89347,,World Update 9 Italy and Malta
Building,Vajont Dam,,46.26728,12.32927,,3.89246,,World Update 9 Italy and Malta
Building,Vatican City,,41.90292,12.45339,,3.60723,,World Update 9 Italy and Malta
Building,Ponte della Liberta,,45.45551,12.29574,,3.83137,,World Update 9 Italy and Malta
Building,Viadotto Italia,,39.94917,15.95193,,4.03009,,World Update 9 Italy and Malta
Building,Viadotto Sfalassa,,38.27121,15.80305,,3.81970,,World Update 9 Italy and Malta
Building,Villa Olmo,,45.81897,9.06537,,3.14148,,World Update 9 Italy and Malta
Landform,Isola Di Capo Rizzuto And The Aragonese Castle,,38.90707,17.02277,,4.12214,,World Update 9 Italy and Malta
Landform,Lago di Santa Giustina,,46.34592,11.06137,,3.69448,,World Update 9 Italy and Malta
Landform,Bastioni Di Siracusa,,37.07633,15.27558,,3.77020,,World Update 9 Italy and Malta
Building,Bigo,,44.40886,8.92657,,2.93026,,World Update 9 Italy and Malta
Airport,Catalina Airport,KAVX,33.40306,-118.41501,,11.62694,,World Update 10 USA
Airport,Valdez Airport,PAVD,61.13338,-146.24355,,16.43839,,World Update 10 USA
Airport,Lake Tahoe Airport,KTVL,38.89254,-119.99805,,13.02855,,World Update 10 USA
Airport,Block Island State Airport,KBID,41.16933,-71.58038,,-13.88663,,World Update 10 USA
Building,Abandoned Pacific Barrier Radar III,,15.24915,145.79622,,0.18298,,World Update 10 USA
Building,Arecibo Observatory,,18.34640,-66.75282,,-13.24002,,World Update 10 USA
Building,Ark Encounter - Life-size Noah's Ark,,38.62220,-84.59224,,-5.87177,,World Update 10 USA
Building,Arlington Memorial Bridge,,38.88735,-77.05547,,-10.67437,,World Update 10 USA
Building,Beavertail Lighthouse Museum,,41.44976,-71.39928,,-13.92134,,World Update 10 USA
Building,Bennington Battle Monument,,42.88919,-73.21560,,-13.48601,,World Update 10 USA
Building,Biosphere 2,,32.57845,-110.85136,,9.36693,,World Update 10 USA
Building,Bishop Castle,,38.06142,-105.09442,,8.14790,,World Update 10 USA
Building,Bluebeard's Castle,,18.34032,-64.92406,,-14.03063,,World Update 10 USA
Building,Bok Tower Gardens Tower,,27.93727,-81.57738,,-6.41555,,World Update 10 USA
Lighthouse,Cabo Rojo Lighthouse,,17.93770,-67.19434,,-12.88041,,World Update 10 USA
Landform,Cahokia Mounds State Historic Site,,38.65506,-90.06182,,-1.63332,,World Update 10 USA
Lighthouse,Cape Hatteras Lighthouse,,35.25054,-75.52882,,-10.96775,,World Update 10 USA
Building,Catalina Casino,,33.34887,-118.32583,,11.62358,,World Update 10 USA
Building,Cecil B. Day Butterfly Center,,32.83175,-84.85397,,-4.99068,,World Update 10 USA
Building,Chaco Culture National Historical Park,,36.05300,-107.95592,,8.49475,,World Update 10 USA
Building,Clingmans Dome Lookout Tower,,35.56276,-83.49850,,-6.16229,,World Update 10 USA
Building,Crescent City Connection - New Orleans Bridges,,29.93886,-90.05754,,-1.14884,,World Update 10 USA
Building,Crystal Bridges Museum of American Art,,36.38186,-94.20265,,1.45808,,World Update 10 USA
Building,Deer Isle Bridge,,44.29411,-68.68880,,-15.65014,,World Update 10 USA
Building,Delaware Memorial Bridge,,39.68967,-75.51971,,-11.72202,,World Update 10 USA
Building,National Museum of Asian Art,,38.88817,-77.02738,,-10.68739,,World Update 10 USA
Building,Grand Coulee Dam,,47.95655,-118.98099,,14.77783,,World Update 10 USA
Building,Hearst Castle,,35.68521,-121.16823,,12.62585,,World Update 10 USA
Building,High Point Monument,,41.32096,-74.66161,,-12.58883,,World Update 10 USA
Building,Hirshhorn Museum,,38.88816,-77.02296,,-10.68934,,World Update 10 USA
Building,Hot Springs Mountain Tower,,34.51727,-93.04609,,0.79117,,World Update 10 USA
Building,Independence Temple site,,39.09105,-94.42634,,1.36835,,World Update 10 USA
Building,Indian River Inlet Bridge,,38.60795,-75.06368,,-11.57343,,World Update 10 USA
Building,Kentucky State Capitol,,38.18700,-84.87536,,-5.99180,,World Update 10 USA
Building,Kinzua Bridge State Park,,41.75979,-78.58713,,-10.40782,,World Update 10 USA
Building,Little Rock Central High School National Historic Site,,34.73803,-92.29745,,0.06311,,World Update 10 USA
Building,Longaberger Company Headquarters,,40.06339,-82.34652,,-7.41430,,World Update 10 USA
Building,Tree of Utah,,40.73358,-113.55141,,11.67761,,World Update 10 USA
Building,MetLife Stadium,,40.81351,-74.07446,,-12.58641,,World Update 10 USA
Building,Montana State Capitol,,46.58587,-112.01852,,12.30048,,World Update 10 USA
Building,Montezuma Castle National Monument,,34.61158,-111.83498,,10.01099,,World Update 10 USA
Building,George Washington's Mount Vernon,,38.70798,-77.08617,,-10.54444,,World Update 10 USA
Building,Mount Washington Hotel,,44.25735,-71.43967,,-14.56780,,World Update 10 USA
Building,National Gallery of Art,,38.89130,-77.01997,,-10.69295,,World Update 10 USA
Building,National Gallery of Art - East Building,,38.89120,-77.01713,,-10.69414,,World Update 10 USA
Building,National Museum of African American History and Culture,,38.89106,-77.03262,,-10.68712,,World Update 10 USA
Building,National Museum of the American Indian,,38.88835,-77.01650,,-10.69235,,World Update 10 USA
Building,National Park of American Samoa,,-14.25833,-170.68333,,11.97304,,World Update 10 USA
Landform,Old Faithful Geyser,,44.46047,-110.82813,,11.11875,,World Update 10 USA
Building,Old Faithful Inn,,44.45986,-110.83119,,11.11838,,World Update 10 USA
Building,Our Lady of the Rockies,,46.00037,-112.44624,,12.25214,,World Update 10 USA
Building,Pegasus Statue,,25.98231,-80.14055,,-7.01871,,World Update 10 USA
Building,Philadelphia Museum of Art,,39.96557,-75.18097,,-11.93399,,World Update 10 USA
Lighthouse,Point Reyes Lighthouse,,37.99561,-123.02325,,13.38964,,World Update 10 USA
Building,Point Udall,,17.75594,-64.56723,,-13.95670,,World Update 10 USA
Lighthouse,Pomham Rocks Lighthouse,,41.77770,-71.36935,,-14.02475,,World Update 10 USA
Building,Puntan Dos Amantes (Two Lover's Point),,13.53497,144.80249,,0.45914,,World Update 10 USA
Building,Royal Gorge Bridge & Park,,38.46169,-105.32576,,8.02166,,World Update 10 USA
Building,San Antonio Missions National Historical Park,,29.32612,-98.44756,,3.88020,,World Update 10 USA
Building,Castillo San Felipe del Morro,,18.47063,-66.12392,,-13.20147,,World Update 10 USA
Building,Seuss House in Talkeetna,,62.03928,-150.08617,,15.06015,,World Update 10 USA
Building,Skydance Bridge,,35.45661,-97.51742,,3.36348,,World Update 10 USA
Building,Smithsonian Arts + Industries Building,,38.88774,-77.02447,,-10.68837,,World Update 10 USA
Building,Smithsonian Castle Information Center,,38.88876,-77.02594,,-10.68845,,World Update 10 USA
Building,Smithsonian National Air and Space Museum,,38.88816,-77.01987,,-10.69072,,World Update 10 USA
Building,Smithsonian National Museum of American History,,38.89128,-77.03005,,-10.68843,,World Update 10 USA
Building,Smithsonian National Museum of Natural History,,38.89127,-77.02606,,-10.69020,,World Update 10 USA
Lighthouse,Split Rock Lighthouse,,47.19999,-91.36701,,-1.56224,,World Update 10 USA
Building,St. Louis Arch,,38.62513,-90.18675,,-1.58816,,World Update 10 USA
Building,Steven F. Udvar-Hazy Center,,38.91092,-77.44421,,-10.50797,,World Update 10 USA
Building,The Breakers,,41.46984,-71.29824,,-13.92482,,World Update 10 USA
Building,The Getty Museum,,34.07804,-118.47410,,11.76172,,World Update 10 USA
Building,Theodore Roosevelt Dam,,33.67145,-111.16154,,9.80078,,World Update 10 USA
Building,Thomas Jefferson Memorial,,38.88131,-77.03652,,-10.67850,,World Update 10 USA
Building,Tillamook Air Museum Blimp Hangar,,45.42026,-123.80466,,15.12109,,World Update 10 USA
Building,U.S. Department of Agriculture Patio,,38.88800,-77.02999,,-10.68612,,World Update 10 USA
Building,Ulysses S. Grant Memorial,,38.88977,-77.01292,,-10.69498,,World Update 10 USA
Building,Union Watersphere,,40.69254,-74.26289,,-12.47535,,World Update 10 USA
Building,United States Botanic Garden,,38.88815,-77.01289,,-10.69380,,World Update 10 USA
Building,US Marine Corps War Memorial,,38.89044,-77.06973,,-10.67013,,World Update 10 USA
Building,USS Alabama,,30.68180,-88.01443,,-2.37899,,World Update 10 USA
Building,Vermont State House,,44.26218,-72.58064,,-14.18254,,World Update 10 USA
Building,Washington National Cathedral,,38.93060,-77.07078,,-10.69641,,World Update 10 USA
Building,Wild Horse Renewable Energy Center,,47.01240,-120.20181,,14.99719,,World Update 10 USA
Building,Will Rogers Shrine of the Sun,,38.77201,-104.86305,,7.64345,,World Update 10 USA
Building,World War II Memorial,,38.88924,-77.04037,,-10.68238,,World Update 10 USA
Building,Wupatki National Monument,,35.55998,-111.39352,,10.12545,,World Update 10 USA
Building,Yerkes Observatory,,42.57035,-88.55627,,-3.44391,,World Update 10 USA
